Estado, Ano, Semana, NumCasos 
'Rondônia', 2019, 1, 1 
'Roraima', 2019, 1, 0 
'Santa Catarina', 2019, 1, 10 
'Sergipe', 2019, 1, 1 
'São Paulo', 2019, 1, 62 
'Tocantins', 2019, 1, 1 
'Acre', 2020, 1, 2 
'Alagoas', 2020, 1, 0 
'Amapá', 2020, 1, 0 
'Amazonas', 2020, 1, 12 
'Bahia', 2020, 1, 10 
'Ceará', 2020, 1, 12 
'Distrito Federal', 2020, 1, 27 
'Espírito Santo', 2020, 1, 1 
'Goiás', 2020, 1, 3 
'Maranhão', 2020, 1, 3 
'Mato Grosso', 2020, 1, 1 
'Mato Grosso do Sul', 2020, 1, 5 
'Minas Gerais', 2020, 1, 28 
'Paraná', 2020, 1, 41 
'Paraíba', 2020, 1, 0 
'Pará', 2020, 1, 8 
'Pernambuco', 2020, 1, 16 
'Piauí', 2020, 1, 1 
'Rio Grande do Norte', 2020, 1, 0 
'Rio Grande do Sul', 2020, 1, 20 
'Rio de Janeiro', 2020, 1, 15 
'Rondônia', 2020, 1, 0 
'Roraima', 2020, 1, 0 
'Santa Catarina', 2020, 1, 7 
'Sergipe', 2020, 1, 1 
'São Paulo', 2020, 1, 75 
'Tocantins', 2020, 1, 4 
'Acre', 2010, 2, 1 
'Alagoas', 2010, 2, 0 
'Amapá', 2010, 2, 0 
'Amazonas', 2010, 2, 4 
'Bahia', 2010, 2, 0 
'Ceará', 2010, 2, 4 
'Distrito Federal', 2010, 2, 2 
'Espírito Santo', 2010, 2, 0 
'Goiás', 2010, 2, 4 
'Maranhão', 2010, 2, 0 
'Mato Grosso', 2010, 2, 1 
'Mato Grosso do Sul', 2010, 2, 0 
'Minas Gerais', 2010, 2, 9 
'Paraná', 2010, 2, 34 
'Paraíba', 2010, 2, 0 
'Pará', 2010, 2, 9 
'Pernambuco', 2010, 2, 4 
'Piauí', 2010, 2, 0 
'Rio Grande do Norte', 2010, 2, 8 
'Rio Grande do Sul', 2010, 2, 4 
'Rio de Janeiro', 2010, 2, 4 
'Rondônia', 2010, 2, 0 
'Roraima', 2010, 2, 0 
'Santa Catarina', 2010, 2, 3 
'Sergipe', 2010, 2, 0 
'São Paulo', 2010, 2, 40 
'Tocantins', 2010, 2, 0 
'Acre', 2011, 2, 0 
'Alagoas', 2011, 2, 0 
'Amapá', 2011, 2, 0 
'Amazonas', 2011, 2, 0 
'Bahia', 2011, 2, 0 
'Ceará', 2011, 2, 0 
'Distrito Federal', 2011, 2, 0 
'Espírito Santo', 2011, 2, 0 
'Goiás', 2011, 2, 0 
'Maranhão', 2011, 2, 0 
'Mato Grosso', 2011, 2, 1 
'Mato Grosso do Sul', 2011, 2, 0 
'Minas Gerais', 2011, 2, 1 
'Paraná', 2011, 2, 9 
'Paraíba', 2011, 2, 0 
'Pará', 2011, 2, 1 
'Pernambuco', 2011, 2, 0 
'Piauí', 2011, 2, 0 
'Rio Grande do Norte', 2011, 2, 0 
'Rio Grande do Sul', 2011, 2, 0 
'Rio de Janeiro', 2011, 2, 1 
'Rondônia', 2011, 2, 0 
'Roraima', 2011, 2, 0 
'Santa Catarina', 2011, 2, 0 
'Sergipe', 2011, 2, 0 
'São Paulo', 2011, 2, 10 
'Tocantins', 2011, 2, 0 
'Acre', 2012, 2, 1 
'Alagoas', 2012, 2, 0 
'Amapá', 2012, 2, 0 
'Amazonas', 2012, 2, 0 
'Bahia', 2012, 2, 0 
'Ceará', 2012, 2, 1 
'Distrito Federal', 2012, 2, 0 
'Espírito Santo', 2012, 2, 0 
'Goiás', 2012, 2, 1 
'Maranhão', 2012, 2, 0 
'Mato Grosso', 2012, 2, 0 
'Mato Grosso do Sul', 2012, 2, 0 
'Minas Gerais', 2012, 2, 20 
'Paraná', 2012, 2, 6 
'Paraíba', 2012, 2, 0 
'Pará', 2012, 2, 0 
'Pernambuco', 2012, 2, 0 
'Piauí', 2012, 2, 2 
'Rio Grande do Norte', 2012, 2, 2 
'Rio Grande do Sul', 2012, 2, 3 
'Rio de Janeiro', 2012, 2, 1 
'Rondônia', 2012, 2, 0 
'Roraima', 2012, 2, 0 
'Santa Catarina', 2012, 2, 0 
'Sergipe', 2012, 2, 0 
'São Paulo', 2012, 2, 10 
'Tocantins', 2012, 2, 0 
'Acre', 2013, 2, 2 
'Alagoas', 2013, 2, 0 
'Amapá', 2013, 2, 0 
'Amazonas', 2013, 2, 0 
'Bahia', 2013, 2, 0 
'Ceará', 2013, 2, 2 
'Distrito Federal', 2013, 2, 2 
'Espírito Santo', 2013, 2, 0 
'Goiás', 2013, 2, 3 
'Maranhão', 2013, 2, 0 
'Mato Grosso', 2013, 2, 1 
'Mato Grosso do Sul', 2013, 2, 3 
'Minas Gerais', 2013, 2, 20 
'Paraná', 2013, 2, 14 
'Paraíba', 2013, 2, 0 
'Pará', 2013, 2, 1 
'Pernambuco', 2013, 2, 4 
'Piauí', 2013, 2, 0 
'Rio Grande do Norte', 2013, 2, 1 
'Rio Grande do Sul', 2013, 2, 5 
'Rio de Janeiro', 2013, 2, 1 
'Rondônia', 2013, 2, 0 
'Roraima', 2013, 2, 0 
'Santa Catarina', 2013, 2, 2 
'Sergipe', 2013, 2, 0 
'São Paulo', 2013, 2, 11 
'Tocantins', 2013, 2, 1 
'Acre', 2014, 2, 0 
'Alagoas', 2014, 2, 0 
'Amapá', 2014, 2, 0 
'Amazonas', 2014, 2, 0 
'Bahia', 2014, 2, 2 
'Ceará', 2014, 2, 3 
'Distrito Federal', 2014, 2, 1 
'Espírito Santo', 2014, 2, 2 
'Goiás', 2014, 2, 3 
'Maranhão', 2014, 2, 0 
'Mato Grosso', 2014, 2, 1 
'Mato Grosso do Sul', 2014, 2, 0 
'Minas Gerais', 2014, 2, 40 
'Paraná', 2014, 2, 16 
'Paraíba', 2014, 2, 0 
'Pará', 2014, 2, 0 
'Pernambuco', 2014, 2, 5 
'Piauí', 2014, 2, 4 
'Rio Grande do Norte', 2014, 2, 0 
'Rio Grande do Sul', 2014, 2, 6 
'Rio de Janeiro', 2014, 2, 4 
'Rondônia', 2014, 2, 0 
'Roraima', 2014, 2, 0 
'Santa Catarina', 2014, 2, 12 
'Sergipe', 2014, 2, 0 
'São Paulo', 2014, 2, 32 
'Tocantins', 2014, 2, 1 
'Acre', 2015, 2, 2 
'Alagoas', 2015, 2, 0 
'Amapá', 2015, 2, 0 
'Amazonas', 2015, 2, 0 
'Bahia', 2015, 2, 5 
'Ceará', 2015, 2, 2 
'Distrito Federal', 2015, 2, 1 
'Espírito Santo', 2015, 2, 0 
'Goiás', 2015, 2, 4 
'Maranhão', 2015, 2, 0 
'Mato Grosso', 2015, 2, 0 
'Mato Grosso do Sul', 2015, 2, 0 
'Minas Gerais', 2015, 2, 11 
'Paraná', 2015, 2, 18 
'Paraíba', 2015, 2, 1 
'Pará', 2015, 2, 1 
'Pernambuco', 2015, 2, 18 
'Piauí', 2015, 2, 1 
'Rio Grande do Norte', 2015, 2, 2 
'Rio Grande do Sul', 2015, 2, 15 
'Rio de Janeiro', 2015, 2, 4 
'Rondônia', 2015, 2, 2 
'Roraima', 2015, 2, 0 
'Santa Catarina', 2015, 2, 6 
'Sergipe', 2015, 2, 0 
'São Paulo', 2015, 2, 20 
'Tocantins', 2015, 2, 0 
'Acre', 2016, 2, 6 
'Alagoas', 2016, 2, 0 
'Amapá', 2016, 2, 0 
'Amazonas', 2016, 2, 0 
'Bahia', 2016, 2, 3 
'Ceará', 2016, 2, 0 
'Distrito Federal', 2016, 2, 2 
'Espírito Santo', 2016, 2, 0 
'Goiás', 2016, 2, 3 
'Maranhão', 2016, 2, 0 
'Mato Grosso', 2016, 2, 0 
'Mato Grosso do Sul', 2016, 2, 8 
'Minas Gerais', 2016, 2, 6 
'Paraná', 2016, 2, 14 
'Paraíba', 2016, 2, 1 
'Pará', 2016, 2, 1 
'Pernambuco', 2016, 2, 7 
'Piauí', 2016, 2, 0 
'Rio Grande do Norte', 2016, 2, 1 
'Rio Grande do Sul', 2016, 2, 12 
'Rio de Janeiro', 2016, 2, 2 
'Rondônia', 2016, 2, 0 
'Roraima', 2016, 2, 0 
'Santa Catarina', 2016, 2, 1 
'Sergipe', 2016, 2, 0 
'São Paulo', 2016, 2, 23 
'Tocantins', 2016, 2, 0 
'Acre', 2017, 2, 5 
'Alagoas', 2017, 2, 1 
'Amapá', 2017, 2, 0 
'Amazonas', 2017, 2, 1 
'Bahia', 2017, 2, 2 
'Ceará', 2017, 2, 7 
'Distrito Federal', 2017, 2, 2 
'Espírito Santo', 2017, 2, 0 
'Goiás', 2017, 2, 3 
'Maranhão', 2017, 2, 3 
'Mato Grosso', 2017, 2, 1 
'Mato Grosso do Sul', 2017, 2, 4 
'Minas Gerais', 2017, 2, 33 
'Paraná', 2017, 2, 9 
'Paraíba', 2017, 2, 3 
'Pará', 2017, 2, 11 
'Pernambuco', 2017, 2, 13 
'Piauí', 2017, 2, 2 
'Rio Grande do Norte', 2017, 2, 0 
'Rio Grande do Sul', 2017, 2, 13 
'Rio de Janeiro', 2017, 2, 7 
'Rondônia', 2017, 2, 1 
'Roraima', 2017, 2, 1 
'Santa Catarina', 2017, 2, 2 
'Sergipe', 2017, 2, 1 
'São Paulo', 2017, 2, 35 
'Tocantins', 2017, 2, 3 
'Acre', 2018, 2, 2 
'Alagoas', 2018, 2, 0 
'Amapá', 2018, 2, 0 
'Amazonas', 2018, 2, 1 
'Bahia', 2018, 2, 4 
'Ceará', 2018, 2, 2 
'Distrito Federal', 2018, 2, 10 
'Espírito Santo', 2018, 2, 1 
'Goiás', 2018, 2, 8 
'Maranhão', 2018, 2, 0 
'Mato Grosso', 2018, 2, 0 
'Mato Grosso do Sul', 2018, 2, 4 
'Minas Gerais', 2018, 2, 17 
'Paraná', 2018, 2, 15 
'Paraíba', 2018, 2, 4 
'Pará', 2018, 2, 4 
'Pernambuco', 2018, 2, 16 
'Piauí', 2018, 2, 4 
'Rio Grande do Norte', 2018, 2, 0 
'Rio Grande do Sul', 2018, 2, 19 
'Rio de Janeiro', 2018, 2, 7 
'Rondônia', 2018, 2, 0 
'Roraima', 2018, 2, 0 
'Santa Catarina', 2018, 2, 7 
'Sergipe', 2018, 2, 0 
'São Paulo', 2018, 2, 42 
'Tocantins', 2018, 2, 1 
'Acre', 2019, 2, 4 
'Alagoas', 2019, 2, 1 
'Amapá', 2019, 2, 0 
'Amazonas', 2019, 2, 4 
'Bahia', 2019, 2, 7 
'Ceará', 2019, 2, 5 
'Distrito Federal', 2019, 2, 12 
'Espírito Santo', 2019, 2, 0 
'Goiás', 2019, 2, 5 
'Maranhão', 2019, 2, 1 
'Mato Grosso', 2019, 2, 1 
'Mato Grosso do Sul', 2019, 2, 13 
'Minas Gerais', 2019, 2, 33 
'Paraná', 2019, 2, 47 
'Paraíba', 2019, 2, 3 
'Pará', 2019, 2, 8 
'Pernambuco', 2019, 2, 35 
'Piauí', 2019, 2, 7 
'Rio Grande do Norte', 2019, 2, 0 
'Rio Grande do Sul', 2019, 2, 13 
'Rio de Janeiro', 2019, 2, 9 
'Rondônia', 2019, 2, 0 
'Roraima', 2019, 2, 0 
'Santa Catarina', 2019, 2, 5 
'Sergipe', 2019, 2, 0 
'São Paulo', 2019, 2, 42 
'Tocantins', 2019, 2, 1 
'Acre', 2020, 2, 4 
'Alagoas', 2020, 2, 4 
'Amapá', 2020, 2, 0 
'Amazonas', 2020, 2, 23 
'Bahia', 2020, 2, 11 
'Ceará', 2020, 2, 19 
'Distrito Federal', 2020, 2, 19 
'Espírito Santo', 2020, 2, 5 
'Goiás', 2020, 2, 12 
'Maranhão', 2020, 2, 3 
'Mato Grosso', 2020, 2, 1 
'Mato Grosso do Sul', 2020, 2, 7 
'Minas Gerais', 2020, 2, 27 
'Paraná', 2020, 2, 32 
'Paraíba', 2020, 2, 1 
'Pará', 2020, 2, 13 
'Pernambuco', 2020, 2, 22 
'Piauí', 2020, 2, 1 
'Rio Grande do Norte', 2020, 2, 3 
'Rio Grande do Sul', 2020, 2, 18 
'Rio de Janeiro', 2020, 2, 9 
'Rondônia', 2020, 2, 0 
'Roraima', 2020, 2, 1 
'Santa Catarina', 2020, 2, 9 
'Sergipe', 2020, 2, 0 
'São Paulo', 2020, 2, 75 
'Tocantins', 2020, 2, 4 
'Acre', 2010, 3, 1 
'Alagoas', 2010, 3, 0 
'Amapá', 2010, 3, 1 
'Amazonas', 2010, 3, 0 
'Bahia', 2010, 3, 0 
'Ceará', 2010, 3, 0 
'Distrito Federal', 2010, 3, 2 
'Espírito Santo', 2010, 3, 0 
'Goiás', 2010, 3, 7 
'Maranhão', 2010, 3, 0 
'Mato Grosso', 2010, 3, 0 
'Mato Grosso do Sul', 2010, 3, 0 
'Minas Gerais', 2010, 3, 5 
'Paraná', 2010, 3, 33 
'Paraíba', 2010, 3, 1 
'Pará', 2010, 3, 3 
'Pernambuco', 2010, 3, 2 
'Piauí', 2010, 3, 1 
'Rio Grande do Norte', 2010, 3, 2 
'Rio Grande do Sul', 2010, 3, 7 
'Rio de Janeiro', 2010, 3, 1 
'Rondônia', 2010, 3, 0 
'Roraima', 2010, 3, 0 
'Santa Catarina', 2010, 3, 1 
'Sergipe', 2010, 3, 0 
'São Paulo', 2010, 3, 40 
'Tocantins', 2010, 3, 1 
'Acre', 2011, 3, 0 
'Alagoas', 2011, 3, 0 
'Amapá', 2011, 3, 0 
'Amazonas', 2011, 3, 0 
'Bahia', 2011, 3, 0 
'Ceará', 2011, 3, 0 
'Distrito Federal', 2011, 3, 0 
'Espírito Santo', 2011, 3, 2 
'Goiás', 2011, 3, 2 
'Maranhão', 2011, 3, 0 
'Mato Grosso', 2011, 3, 0 
'Mato Grosso do Sul', 2011, 3, 0 
'Minas Gerais', 2011, 3, 2 
'Paraná', 2011, 3, 5 
'Paraíba', 2011, 3, 0 
'Pará', 2011, 3, 1 
'Pernambuco', 2011, 3, 0 
'Piauí', 2011, 3, 1 
'Rio Grande do Norte', 2011, 3, 1 
'Rio Grande do Sul', 2011, 3, 1 
'Rio de Janeiro', 2011, 3, 0 
'Rondônia', 2011, 3, 0 
'Roraima', 2011, 3, 0 
'Santa Catarina', 2011, 3, 0 
'Sergipe', 2011, 3, 0 
'São Paulo', 2011, 3, 10 
'Tocantins', 2011, 3, 0 
'Acre', 2012, 3, 0 
'Alagoas', 2012, 3, 0 
'Amapá', 2012, 3, 0 
'Amazonas', 2012, 3, 0 
'Bahia', 2012, 3, 0 
'Ceará', 2012, 3, 1 
'Distrito Federal', 2012, 3, 1 
'Espírito Santo', 2012, 3, 0 
'Goiás', 2012, 3, 0 
'Maranhão', 2012, 3, 1 
'Mato Grosso', 2012, 3, 0 
'Mato Grosso do Sul', 2012, 3, 0 
'Minas Gerais', 2012, 3, 26 
'Paraná', 2012, 3, 5 
'Paraíba', 2012, 3, 0 
'Pará', 2012, 3, 0 
'Pernambuco', 2012, 3, 0 
'Piauí', 2012, 3, 1 
'Rio Grande do Norte', 2012, 3, 2 
'Rio Grande do Sul', 2012, 3, 1 
'Rio de Janeiro', 2012, 3, 2 
'Rondônia', 2012, 3, 0 
'Roraima', 2012, 3, 0 
'Santa Catarina', 2012, 3, 5 
'Sergipe', 2012, 3, 0 
'São Paulo', 2012, 3, 6 
'Tocantins', 2012, 3, 0 
'Acre', 2013, 3, 0 
'Alagoas', 2013, 3, 0 
'Amapá', 2013, 3, 0 
'Amazonas', 2013, 3, 0 
'Bahia', 2013, 3, 0 
'Ceará', 2013, 3, 1 
'Distrito Federal', 2013, 3, 1 
'Espírito Santo', 2013, 3, 0 
'Goiás', 2013, 3, 2 
'Maranhão', 2013, 3, 0 
'Mato Grosso', 2013, 3, 0 
'Mato Grosso do Sul', 2013, 3, 2 
'Minas Gerais', 2013, 3, 21 
'Paraná', 2013, 3, 1 
'Paraíba', 2013, 3, 0 
'Pará', 2013, 3, 1 
'Pernambuco', 2013, 3, 10 
'Piauí', 2013, 3, 3 
'Rio Grande do Norte', 2013, 3, 3 
'Rio Grande do Sul', 2013, 3, 6 
'Rio de Janeiro', 2013, 3, 2 
'Rondônia', 2013, 3, 0 
'Roraima', 2013, 3, 1 
'Santa Catarina', 2013, 3, 4 
'Sergipe', 2013, 3, 0 
'São Paulo', 2013, 3, 15 
'Tocantins', 2013, 3, 0 
'Acre', 2014, 3, 1 
'Alagoas', 2014, 3, 0 
'Amapá', 2014, 3, 0 
'Amazonas', 2014, 3, 0 
'Bahia', 2014, 3, 3 
'Ceará', 2014, 3, 2 
'Distrito Federal', 2014, 3, 3 
'Espírito Santo', 2014, 3, 5 
'Goiás', 2014, 3, 1 
'Maranhão', 2014, 3, 0 
'Mato Grosso', 2014, 3, 2 
'Mato Grosso do Sul', 2014, 3, 0 
'Minas Gerais', 2014, 3, 31 
'Paraná', 2014, 3, 15 
'Paraíba', 2014, 3, 0 
'Pará', 2014, 3, 1 
'Pernambuco', 2014, 3, 8 
'Piauí', 2014, 3, 3 
'Rio Grande do Norte', 2014, 3, 1 
'Rio Grande do Sul', 2014, 3, 8 
'Rio de Janeiro', 2014, 3, 8 
'Rondônia', 2014, 3, 0 
'Roraima', 2014, 3, 0 
'Santa Catarina', 2014, 3, 4 
'Sergipe', 2014, 3, 0 
'São Paulo', 2014, 3, 22 
'Tocantins', 2014, 3, 0 
'Acre', 2015, 3, 2 
'Alagoas', 2015, 3, 0 
'Amapá', 2015, 3, 0 
'Amazonas', 2015, 3, 1 
'Bahia', 2015, 3, 6 
'Ceará', 2015, 3, 0 
'Distrito Federal', 2015, 3, 3 
'Espírito Santo', 2015, 3, 0 
'Goiás', 2015, 3, 6 
'Maranhão', 2015, 3, 0 
'Mato Grosso', 2015, 3, 0 
'Mato Grosso do Sul', 2015, 3, 3 
'Minas Gerais', 2015, 3, 9 
'Paraná', 2015, 3, 18 
'Paraíba', 2015, 3, 0 
'Pará', 2015, 3, 1 
